penulis,id_user,waktu,isi_tweet,label
far,@far,"? Nov 5, 2024","mending chatgpt berarti dia sendiri kan yg nilai? gue pernah nemu dosen yg ngenilai suru mahasiswa univ lain ((belio dosen ut dan univ lain maybe)) trs rep nya sama semua wkwk tp untungnya kata mahasiswanya nilainya 80 ke atas wkwk

USER: Stevanus @pDiklorobenzena � Feb 17, 2023",0
D,@D,"? Feb 17, 2023","Ga heran klo AI ChatGPT bisa lulus dari ujian master degree, secara cara pembelajaran AI-nya bener2 ngikutin cara belajar mahasiswa S2 bahkan S3",1
Kevin Nobel,@Kevin Nobel,"? Feb 13, 2023","Sebagai dosen, gw si gak masalah mahasiswa mau pakai ChatGPT selama tidak plagiat dari AI, dan jawabannya harus 2x lipet lebih bagus daripadanya.  ChatGPT bagus kok buat pengetahuan tahap awal. Hanya, ketika masuk ke urusan analisis, kritik, aplikasi, evaluasi - itu beda soal.",1
Aurizan Naufal's,@Aurizan Naufal's,"? Feb 7, 2023","8. Bakal banyak demo para mahasiswa ISMKI dan  para Dokter ke jalan jalan, namun bakal Gak digubris oleh masyarakat dan pemerintah...  karena Usulan mereka gak masuk akal untuk melawan ChatGPT-4 ...  Anu, maksudku,seperti demo besar RUU Omnibus-Law, segede itu aja gk digubris...",-1
Jangan Mendua,@Jangan Mendua,"? Feb 4, 2023","Mahasiswa sekarang bisa counter jawaban dosen yang ga tepat dengan dalih ""kok jawaban bapak/ibu beda yah dengan yang di ChatGPT""",0
Satyani Adiwibowo,@Satyani Adiwibowo,"? Jan 3, 2023","Unreliable jg, krn fakta2 yang dipake suka missed. Misalnya dia blg sitasi buku, lah pas dicek gak ada buku dgn judul dan karangan yg dimaksud . Kmrn ngecek kerjaan mahasiswa jg gini, dia ngaku akhirnya pake chatgpt.  Asli rapi, tulisannya jg gak berantakan, dia masi edit jg.",-1
???????? ??????????,@???????? ??????????,"? Dec 23, 2022","""Gimana klo mahasiswa tahu chatGPT?""  Saya malah ngajari, supaya mereka faham dan terbuka bahwa era disrupsi itu nyata adanya.  Ditutupin pun percuma, pasti suatu saat akan tahu. Jadi yang perlu diajarkan adl etika dalam menggunakan AI.",1
f___yp,@f___yp,Tue Jun 18 07:33:54 +0000 2024,@worksfess tapi enaknya kamu gak perlu berpotensi beda pendapat atau berkonflik dg partner kamu kalo butuh tanya2 mungkin bisa coba minta pendapat ke chatgpt,1
stereotica,@stereotica,Tue Jun 18 07:30:05 +0000 2024,PERO CHAT GPT :'V,0
wxfaxc,@wxfaxc,Tue Jun 18 07:22:36 +0000 2024,@creynash chatgpt &gt; kominfo,1
cassiorion9,@cassiorion9,Tue Jun 18 07:17:44 +0000 2024,doaku menyertai founder chatgpt,1
cassiorion9,@cassiorion9,Tue Jun 18 07:17:27 +0000 2024,hari hari bersama chatgpt,1
Ochadrawsstuff,@Ochadrawsstuff,Tue Jun 18 07:17:18 +0000 2024,alhamdulillah ada chatgpt buat bantu aku yang buta AE ini chatgpt buat tugas?? chatgpt buat ngajarin,1
oquedecalcas,@oquedecalcas,Tue Jun 18 07:14:32 +0000 2024,@tiagoms Pergunta ao chatgpt,1
naraitum,@naraitum,Tue Jun 18 07:11:17 +0000 2024,Gue jd paham pas buat script buat postman &amp; jmeter misal ada error mentok gue ngestack selama seminggu selama kesulitan cari penyebab kenapa di chatgpt atau copilot Ini mungkin jd pengingat kalo gue pusing lagi sama keadaan kantor Allah nunjukin enaknya kerja di kantor skrng,1
dhndwl,@dhndwl,Tue Jun 18 07:10:55 +0000 2024,ChatGPT vs Gemini https://t.co/Q7SXkAIjpO,0
SonnetofBlue,@SonnetofBlue,Tue Jun 18 07:08:16 +0000 2024,Aku jadi Ningning boleh nggak gusy. Full RP chatgpt tapi.,0
Jens_180,@Jens_180,Tue Jun 18 06:45:15 +0000 2024,@sai_thota0754 @mysorebajjii Elaaa ra ilaaa Chatgpt kada mottam,-1
epiphanied_,@epiphanied_,Tue Jun 18 06:32:19 +0000 2024,@ysjagan Chatgpt kada ?,0
ehh_nitaaa,@ehh_nitaaa,Tue Jun 18 06:23:49 +0000 2024,Hahahaha seronok tau borak ngan chatgpt ni ,1
yvdi_X,@yvdi_X,Tue Jun 18 06:20:42 +0000 2024,@meestude ChatGPT dalam bentuk orang,1
irfan3,@irfan3,Tue Jun 18 06:15:34 +0000 2024,Today I learned kalau ternyata ada banyak aplikasi buat nge-cheat online coding interview. Kirain cuma pakai ChatGPT. Some apps bisa ga kedetect screenshare Kalau gini apakah interview ngoding harus balik lagi ke in-person? https://t.co/9XgROBRBcZ https://t.co/QHtipUY1yn https://t.co/h3lO2F9JyT,-1
snoozebunnie,@snoozebunnie,Tue Jun 18 06:12:15 +0000 2024,@renegadexs pake chat gpt aja boleh ga,1
widywoodyy,@widywoodyy,Tue Jun 18 06:09:26 +0000 2024,@adMeloria_ chat gpt ya,1
Bestninety,@Bestninety,Tue Jun 18 06:06:41 +0000 2024,@donghzyn Nanti ada kamusnya le eh atau gk pake chatgpt haha tapi kadang chatgpt ngawur sih,0
Tom_Ruen,@Tom_Ruen,Tue Jun 18 06:06:01 +0000 2024,@peterboghossian ChatGPT 4o vs Meta AI. https://t.co/XQNsXYnggg,0
hyewoncrisp,@hyewoncrisp,Tue Jun 18 06:05:30 +0000 2024, Emg chat gpt punya perasaan,0
archeieve,@archeieve,Tue Jun 18 06:04:59 +0000 2024,@hyewoncrisp mm coba chat gpt?,0
lerclec97,@lerclec97,Tue Jun 18 06:00:30 +0000 2024,chatgpt ternyata se-powerful itu ahahha,1
lioneaj,@lioneaj,Tue Jun 18 05:56:36 +0000 2024,mau chatgpt plus nya dong drop pl yaa #zonaba #zonauang,1
zhalonica,@zhalonica,Tue Jun 18 05:52:35 +0000 2024,kemaren ngerjain ini tuh beneran sampe ngeluh trs ke aura saking capeknya. harus nyari studi kasus yg sangat ruwet ini KARNA DI CHAT GPT GAADA BRENGSEK YANG BESERTA LINKNYA. yauda akhirnya mau gamau gue hrs mikir dikeadaan medesak ini gua search dan baca 1-1 https://t.co/AtJVCcY5Vn,-1
karmini_putri,@karmini_putri,Tue Jun 18 05:48:52 +0000 2024,@nabhanrpcom @craxyforluv Maaf masnya pake chatGPT kah?,0
nuralixoja,@nuralixoja,Tue Jun 18 05:36:07 +0000 2024,@BahodirAhmedov2 Adashmasam shu 20 asrga tegishli bu obyekt arxitektori Norman Foster deb aytyapti ChatGPT,0
naraitum,@naraitum,Tue Jun 18 05:31:30 +0000 2024,Selesai juga script jmeter gue akhirnya Makasih chatgpt dan copilot ,1
donatdipipi,@donatdipipi,Tue Jun 18 05:27:35 +0000 2024,@rezawr8 @aan__ Bisa bisanya kepikiran nanya chat gpt ,0
filosofmine_,@filosofmine_,Tue Jun 18 04:36:23 +0000 2024,@numberforth chatgpt pun bingung maw jawab apa,-1
vthoshi,@vthoshi,Tue Jun 18 04:34:48 +0000 2024, kayaknya juga ya jin tuh chat gpt udah muak gua mintain buat caption mulu tiap hari,0
rimuruasoygeboy,@rimuruasoygeboy,Tue Jun 18 04:34:21 +0000 2024,WOI?????????? makasih chat gpt sudah hadir di dunia ini i love u chat gpt plis jangan di blokir komingpo brengsek. i love love love very very very much mwa mwa mwa chat gpt https://t.co/JLfKIdK6et,1
nopp_bee,@nopp_bee,Tue Jun 18 04:25:09 +0000 2024,@S_GraciaJKT48 Kata chatGPT sih gini Ge Tapi kenapa di Solo dah https://t.co/VjE0VVaRsZ,0
groudondeeznuts,@groudondeeznuts,Tue Jun 18 04:22:04 +0000 2024,Bahlul ni mmg dah buat hal dari dulu lagi. Dulu org x fhm benda yg dia taip sbb x masuk akal bila guna ChatGPT pulak nk overload dgn info. The powertrip must be crazy for this person who thinks he owns the world and can predict when he's gonna get rezeki Allah with maths now. https://t.co/x6KW0gT3Xs,-1
floufrouu01,@floufrouu01,Tue Jun 18 04:19:31 +0000 2024,@rezawr8 @aan__ ChatGPT nya gak ditanyain 'kau dokter kah? ' ,0
konimxx,@konimxx,Tue Jun 18 04:17:53 +0000 2024,Jangan lupa pake chatgpt ya guys pas kerja,1
si_adeh,@si_adeh,Tue Jun 18 04:11:40 +0000 2024,bener sih kata orang jangan punya pemikiran pendek buat bundir kalau udah stress dan udah ngerasa buntu mending cari siapapun buat cerita kalau pun ga ada coba deh cerita di sosmed atau kalau ga coba chat sama AI (ChatGPT),1
geanibev,@geanibev,Tue Jun 18 04:09:30 +0000 2024,curhat sama chat gpt,1
numberforth,@numberforth,Tue Jun 18 04:05:55 +0000 2024,@filosofmine_ coba tanya ke chatgpt,1
taetaedo999,@taetaedo999,Tue Jun 18 04:01:50 +0000 2024,Curhat ke psikolog Curhat ke chatgpt https://t.co/v9udLooeFn,1
liabaelity,@liabaelity,Tue Jun 18 04:00:41 +0000 2024,hari-hari nak borak ingat aku apa? chat GPT?,-1
elakshinas,@elakshinas,Tue Jun 18 03:52:13 +0000 2024,@sazanamiliker Buka chatgpt cb,0
TAJ00HAECHAN,@TAJ00HAECHAN,Tue Jun 18 03:41:52 +0000 2024,@TAJ02SH ya udah coba tanya sama chatgpt aja deh,0
nvalxtr,@nvalxtr,Tue Jun 18 02:36:34 +0000 2024,mau chat gpt premium mingguan ada ga #zonauang,1
Beroknka,@Beroknka,Tue Jun 18 02:32:47 +0000 2024,Mau chat gpt premium donggg,1
widodolestari,@widodolestari,Tue Jun 18 01:35:15 +0000 2024,@lynxluna Lanjut belajar dengan data yang sama dianggap sebagai penjualan kemudian buka Jupyter Notebook tanya ChatGPT edit dikit jadilah grafik ini. Saatnya belajar lagi. https://t.co/akWrYm4QOV,1
bugnvil,@bugnvil,Tue Jun 18 01:32:05 +0000 2024,terima kasih chat gpt,1
RayTNI,@RayTNI,Tue Jun 18 00:21:05 +0000 2024,ChatGPT adalah solusi untuk konseling hemat dan sesuai situasi,1
nnayya__,@nnayya__,Tue Jun 18 00:12:53 +0000 2024,Jelek bgt kaya bikinan anak magang dr chat gpt ,-1
whyagraa,@whyagraa,Tue Jun 18 00:10:52 +0000 2024,@kenapagituyakk ss terus kasih chat gpt AWOWKWKWKW,0
sammoraes45,@sammoraes45,Tue Jun 18 00:04:51 +0000 2024, @venecasagrande Pergunta pro chat gpt,0
krmnknstntnpls,@krmnknstntnpls,Mon Jun 17 23:58:50 +0000 2024,@kampepelan @WangleDeet @KampilanBoy Chat GPT kasi ang libro. ,0
diminisshit,@diminisshit,Mon Jun 17 23:49:12 +0000 2024,@noirexl @user1649213409 @be_ars @panpanlangs Produk Ai dari Google bukannya Google Bard ya namanya? Sudah diganti kah? Kalaupun sudah mana yang lebih akurat antara Gemini Ai dan ChatGPT?,0
savirakp,@savirakp,Mon Jun 17 23:41:14 +0000 2024,Bener aja kan mimpinya ga jauh2 dari chatgpt sama spreadsheet,1
Deddyansyah10,@Deddyansyah10,Mon Jun 17 23:39:56 +0000 2024,Apple Resmi Suntikkan ChatGPT ke Siri https://t.co/9xKQKi7g1H,0
krisnandi,@krisnandi,Mon Jun 17 23:38:43 +0000 2024,@mexanjuadha Pakai chatgpt harusnya cukup ,1
blessfullish,@blessfullish,Mon Jun 17 23:33:06 +0000 2024,Males banget chatting sama simsimi chatgpt aja lebih sopan.,1
nopiyit,@nopiyit,Mon Jun 17 23:31:32 +0000 2024,Kalo subscribe chatgpt nanti tiap masanya abis dia suka narik pembayaran sendiri ngga sih #zonauang,-1
markpakkin,@markpakkin,Mon Jun 17 23:23:53 +0000 2024,@yooszua Wkwkwkwkwkwkwk chat gpt.,0
simsimihidup,@simsimihidup,Mon Jun 17 23:06:03 +0000 2024,kl gw nanya ke. chatgpt chat gw yg menohok kemarin mestinya ga sampe grgr blm deliv gw udh ngeblock tp bodo amat lah FUCK HIM gw udh cape wkwk,-1
Gabriel_Jac0bi,@Gabriel_Jac0bi,Mon Jun 17 22:38:04 +0000 2024,AT� O CHAT GPT VAI SE FODER KWKQKWKKWKWWKSKEKSKSKSKKKKKIKKKKKK,-1
itslovebrunna,@itslovebrunna,Mon Jun 17 22:25:17 +0000 2024,@chargitay_ joga no chat gpt kkkk,-1
caradenegro,@caradenegro,Mon Jun 17 22:16:26 +0000 2024,chat gpt ta putasso,-1
njeri_n001,@njeri_n001,Mon Jun 17 22:03:01 +0000 2024,@NaiBlogger Izi tweets zenyu za chat gpt msituletee.. #tokeatuesday,0
nt_assim,@nt_assim,Mon Jun 17 21:51:01 +0000 2024,chatgpt ahsen khel9 lah,-1
alextwiting,@alextwiting,Mon Jun 17 21:34:05 +0000 2024,@friedricelogy tapi anak fk nyari jawaban di chatgpt juga ga bang,0
sstttttdiam,@sstttttdiam,Mon Jun 17 20:50:47 +0000 2024,chatgpt down mulu dahhh,-1
xvyaii,@xvyaii,Mon Jun 17 20:46:49 +0000 2024,ini chatgpt eror atau cuma punya gue doang pleass proposal gue belum selesai anjgg,-1
KZacacrias45,@KZacacrias45,Mon Jun 17 20:43:30 +0000 2024,No funciona el chatgpt AHHHHHSVQKBFKQJDIQKEKQJRIWBELQKFLWNRLWNEKWKWLQKRLWKRWLKW,-1
yejigoreng_,@yejigoreng_,Mon Jun 17 20:40:39 +0000 2024,di saat chatgpt down di situlah gweh ga bisa ngapa in,-1
SaurabhKJha_Dev,@SaurabhKJha_Dev,Mon Jun 17 20:39:12 +0000 2024,sirf mera #chatGPT down hai kya??,-1
jeongin7o7,@jeongin7o7,Mon Jun 17 20:31:12 +0000 2024,ke onda se cayo chat gpt,-1
anfalfrdhnsyh,@anfalfrdhnsyh,Mon Jun 17 20:27:06 +0000 2024,Indro: lohhh kamu ngeremehin aku... (pasang muka songong anying) Anfal : sebentar kok bisa see mas ? Indro: aku pake chatGPT.. Kata dia chatGPT itu semacam AI atau apa gitu Anfal : hawiiihh keren kamu mas.. Indro: lohh iya jelass..,1
ferysandria07,@ferysandria07,Mon Jun 17 20:21:52 +0000 2024,@BaseBDG klo ga ada mentor coba belajar sama chatGPT di jelasin ko setiap codenya,1
UserBenedPetri,@UserBenedPetri,Mon Jun 17 20:17:00 +0000 2024,@si_palin666okil gatauu coba tanya chat gpt,0
Samuel_Bruno43,@Samuel_Bruno43,Mon Jun 17 20:11:07 +0000 2024,@veronikavolt Usa o chat gpt mama,1
RahulAgrawal_DZ,@RahulAgrawal_DZ,Mon Jun 17 20:04:57 +0000 2024,Kya tumhara bhi Chat GPT down hai kya?,-1
kucyingkuning,@kucyingkuning,Mon Jun 17 20:00:53 +0000 2024,Faklah Ophelia (nama ChatGPT gue) meninggalkan gue juga pada akhirnya...... Hikz,-1
ImVaibhavUpreti,@ImVaibhavUpreti,Mon Jun 17 20:00:31 +0000 2024,#chatgpt down??? Kal subah exam hai bhaiiii,-1
hayukboy,@hayukboy,Mon Jun 17 19:57:56 +0000 2024,Lagi enak enak pake chatgpt malah server bermasalah anjir,-1
teandkoo,@teandkoo,Mon Jun 17 19:51:42 +0000 2024,ARGH knp chatgpt hrs down disaat gw lg semangat bikin pembahasan &lt;///3,-1
jucpol,@jucpol,Mon Jun 17 19:48:38 +0000 2024,udah niat bangun jam segini mau nugas malah chatgpt down ,-1
K0_nyol,@K0_nyol,Mon Jun 17 19:43:40 +0000 2024,Jadi chatgpt emg lg down bjir apalah ,-1
aloftheday,@aloftheday,Mon Jun 17 19:29:58 +0000 2024,chatgpt aja ngasih silent treatment https://t.co/d8BJGX4rF1,-1
Jeremm0i,@Jeremm0i,Mon Jun 17 19:28:44 +0000 2024,CHATGPT JANGAN DOWN SEKARANG ANJEEENG 1 FITUR WEB BELOM JADI PADAHAL NANTI PAGI PRESENTASI DEMO FAKKKK,-1
LBD__,@LBD__,Mon Jun 17 19:28:32 +0000 2024,Chat gpt bug ptnnnn,-1
K0_nyol,@K0_nyol,Mon Jun 17 19:26:53 +0000 2024,Chatgpt gua error jirrrr jangan error dulu woi gua blm lulus ,-1
aracvyzq,@aracvyzq,Mon Jun 17 19:26:01 +0000 2024,chat gpt???? setega ini lu ama gua???!!! ko kayak ogah-ogahan gitu kayaknya sama gua apa isi closure dari lu?? ga pernah gua sekecewa ini https://t.co/kQHQLjCWU7,-1
afq_fkr,@afq_fkr,Mon Jun 17 19:22:12 +0000 2024,boleh pula chatgpt down time genting gini,-1
dojuren,@dojuren,Mon Jun 17 19:13:36 +0000 2024,Email nya pake chatgpt aja dah malas mikir ,-1
taskie_task4,@taskie_task4,Mon Jun 17 19:06:29 +0000 2024,ya emang haram bgt sih copas dr jipiti tapiii aku butuh panduan nulisnyaaa balik oi balikk gw nanya sama siapa inii ih #chatgpt,-1
mauliawandodi,@mauliawandodi,Mon Jun 17 19:05:05 +0000 2024,Doh udah lupa caranya bikin intelligence report gak pake ChatGPT... #ChatGPTdown,-1
royblu3,@royblu3,Mon Jun 17 19:04:28 +0000 2024,pengen curhat sama chatgpt aja memekkkkkkk,1
msalmanarshad88,@msalmanarshad88,Mon Jun 17 19:03:28 +0000 2024,@ammarawrites Punjabi to English CHAT GPT! Zindabaad,-1
taskie_task4,@taskie_task4,Mon Jun 17 18:58:01 +0000 2024,eh emg se eror ini yaa chatgpt??? nangeeesss,0
cxrewet,@cxrewet,Mon Jun 17 18:47:41 +0000 2024,chatgpt shar sebulan harga r kodein di dm ku #zonauang,0
taskie_task4,@taskie_task4,Mon Jun 17 18:46:22 +0000 2024,eh pengguna chatgpt seluruh dunia. ini lagi eror yaa?.,0
Hugs4Thugss,@Hugs4Thugss,Mon Jun 17 18:44:05 +0000 2024,Chat gpt zenu pia ziko na usingizi?,0
kalapsia,@kalapsia,Mon Jun 17 18:42:52 +0000 2024,chatgpt error kah. i butuh temen ngobrol.,-1
myrasrym,@myrasrym,Mon Jun 17 18:41:44 +0000 2024,Aku ada debate esok chatgpt down pulerk,-1
myrasrym,@myrasrym,Mon Jun 17 18:41:30 +0000 2024,Kenapa chatgpt down ni,-1
crazychoco8,@crazychoco8,Mon Jun 17 18:40:52 +0000 2024,ada yang jual chatgpt private full garansi ga yaaaaa? #zonauang,1
qystxnx,@qystxnx,Mon Jun 17 18:40:06 +0000 2024,Time semangat buat kerja la chatgpt nak down. Kitonyo nak suruh chatgpt tlg simplify ayat je...,-1
cxrewet,@cxrewet,Mon Jun 17 18:37:31 +0000 2024,fh chatgpt yg on smpe tengah malem n kalo garansian gaa marah #zonauang,1
Yaaayy3,@Yaaayy3,Mon Jun 17 18:35:41 +0000 2024,mau chat gpt premium dong drop fee #zonauang,1
noufally,@noufally,Mon Jun 17 18:35:33 +0000 2024,chat gpt pro kalo bisa yang jarang error bakal gue perpanjang setiap bulan #zonauang,1
kyungminell,@kyungminell,Mon Jun 17 17:56:56 +0000 2024,Bayangin lu nggak bisa bahasa inggris dan lu nyari jawaban lewat chat gpt kayak gini Menyala sunscreen ku ,1
MythicalAngle,@MythicalAngle,Mon Jun 17 17:53:01 +0000 2024,@neohistoria_id ini bikinnya bukan make chatgpt kan min?,0
mooismez,@mooismez,Mon Jun 17 17:43:52 +0000 2024,HAHAHAHAHHAHAHAHAHAHAHAH GAK SEMUA HAL KALIAN BISA TANYAIN KE AKU PLIS AKU BUKAN CHAT GPT STOP CHAT TBTB AY INI BENER GAK YA? LAH LU ANAK PR GUE ANAK JURNAL GUE MANA TAU MIKIR LAH GUE AJA CAPE CAPE MIKIR,-1
shakatonic,@shakatonic,Mon Jun 17 17:39:17 +0000 2024,mau beli chatgpt dong #zonauang,1
binxjk,@binxjk,Mon Jun 17 17:35:49 +0000 2024, Udah pake chatgpt juga blm nemuu Pokoknya tentang perencanaan nder #tellonym https://t.co/MbjhQStTxD,-1
byimhere,@byimhere,Mon Jun 17 17:34:26 +0000 2024,setelahhhhh sekiann lamaaaa udh cari di google gk bisa di ai gk bisaa chatgpt gw berhasil menemukannnya intinya semangatt mencari wkwkwk btw asskdbejwagamnathan guwehhh,1
HDhanthura,@HDhanthura,Mon Jun 17 17:30:18 +0000 2024, @MWajeehIbrahim Mioh nikunnanee corrupt meehun dhifaau kuran chat GPT beynun koggen liyegen. Amilla ah liyan neyngenyaa nuliyebala. Mulhi gaumu dhaney mee corrupt meeheh kan. @Hkurusee,-1
odeubi,@odeubi,Mon Jun 17 17:23:20 +0000 2024,besok besok gw kl dengerin orang curhat trs minta saran gw jawab pake chatgpt aja dah biar kl di endchat kaga sedih sedih amat.. pepek!!!!!! ,-1
amirafiq73,@amirafiq73,Mon Jun 17 17:23:05 +0000 2024, Basic economics dude sumpah aq x leh trima kebodohan dia ni. Klu dtg dri walaun aq bolehlh lg trima but from f**king Dr omg. Nk ckp lulusan geng chatgpt rupa mcm boomers. Ni x lain x bkn kaki kipas,-1
Utkarsh___Singh,@Utkarsh___Singh,Mon Jun 17 17:19:55 +0000 2024, Bhai ek baat bolu ye chatGPT ko koi bhi exam kisi bhi level ka ek list me questions bna ke do iski accuracy 50-60% se jyada nhi aati hai. Isse better Gemini hai wo better result deta hai,-1
junwatu,@junwatu,Mon Jun 17 17:09:59 +0000 2024,Baru baca-baca apa itu Gatekeeping nanya ChatGPT dan sepertinya banyak juga terjadi di obrolan techbros di sosial media. https://t.co/G3ihjyaGtx,-1
rayfaridh16,@rayfaridh16,Mon Jun 17 17:06:09 +0000 2024,@stis_fess kasi command chatgpt berupa bahasa inggris (?),0
EularianProdigy,@EularianProdigy,Mon Jun 17 16:58:51 +0000 2024,Kemarin lusa aku mimpi hal yang cukup runtut dan kompleks buat sebuah mimpi orang yang habis begadang. Iseng diskusi sama chatgpt 4o tiba-tiba hal yang kuceritain sekilas (kurang lebih 300 kata) di mimpi itu jadi sebuah cerita 8 bab. Mungkin.. nanti bakal coba up disini.,1
kaeli_io,@kaeli_io,Mon Jun 17 16:57:57 +0000 2024,bahkan sekarang memvalidasi perasaan pakai chatgpt ya??? ,0
Scimatic2,@Scimatic2,Mon Jun 17 16:36:01 +0000 2024,Jadikan bisnis Anda lebih efisien dan hemat biaya dengan memanfaatkan teknologi blockchain hybrid Scimatic. Dapatkan SCI coins sekarang di https://t.co/SFdpzboWPY p2pb2b atau tokpie exchange! #EfisiensiBisnis #SCI #chatgpt #Keuangan https://t.co/yAxsNJ2jIG,0
def_redhood,@def_redhood,Mon Jun 17 16:33:44 +0000 2024,dan tadi gua coba lagi dengan logika pertanyaan yang berbeda. awal2 masih bisa jawab dan kemudian.. chatgpt sempet kaya lupa ingatan gua siapa dan ga bisa jawab pertanyaan yang lebih spesifik dari yang gua kasih. langsung default jawabannya.,-1
def_redhood,@def_redhood,Mon Jun 17 16:33:44 +0000 2024,4 atau 5 hari yang lalu chatgpt sempet bikin gua kaget karena jawaban yg di kasihnya gua sempet post gambarnya tapi udah gua hapus. besoknya gua coba lagi dengan logika pertanyaan yang sama dan udah ga bisa,-1
def_redhood,@def_redhood,Mon Jun 17 16:33:43 +0000 2024,mungkin gara2 gua iseng juga. dari jam 7 malem tadi gua emang coba maenin logikanya chatgpt. intinya gua coba dia buat keluar dari pedoman keamanan yang di kasih sama pengembang openai. ga cuman tadi sih udah dari kemaren-kemaren. hehe,0
def_redhood,@def_redhood,Mon Jun 17 16:33:43 +0000 2024,hmm.. menyebalkan. buat kalian yang pernah beli openai boleh share dong. akun gua udah ga bisa pake chatgpt versi 4 atau versi 4o. padahal belum genap 30 hari. apa emang ada term and condition yang gua ga tau tolong share kalau ada,-1
